"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5280391";"";"None";"411.49";"1";"5.15";"39c";"CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.01";"0.32";"1.85";"10.01";"0";"CHEMBL5231434";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL4792690";"";"None";"353.43";"1";"5.55";"3c";"COc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1";"IC50";"'='";"37300.0";"nM";"4.43";"";"";"UO_0000065";"12.53";"0.22";"-1.12";"9.41";"0";"CHEMBL4714666";"Inhibition of human recombinant COX-2 assessed as reduction in PGE2 production using 10 uM arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706716";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL139";"DICLOFENAC";"4.0";"296.15";"0";"4.36";"Diclofenac";"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"26.00";"0.55";"3.34";"15.61";"1";"CHEMBL3811631";"Inhibition of human recombinant COX2 assessed as reduction in PGH2-derived PGF2alpha using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808358";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";""
"CHEMBL3809958";"";"None";"245.28";"0";"-1.32";"9";"CC(C)[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"27.31";"0.54";"8.02";"5.51";"0";"CHEMBL3811631";"Inhibition of human recombinant COX2 assessed as reduction in PGH2-derived PGF2alpha using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808358";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";""
"CHEMBL5191307";"";"None";"340.42";"0";"2.35";"78";"C/C=C1\CN2CC[C@@H]1[C@](CO)(C(=O)OC)c1[nH]c3ccccc3c1C2";"Inhibition";"'='";"63.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5121291";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate at 100 uM preincubated for 5 mins followed by substrate addition measured after 15 mins by absorbance based analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120753";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"Dose = 100.0 microM | TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL222021";"PROTOCATECHUALDEHYDE";"None";"138.12";"0";"0.91";"101";"O=Cc1ccc(O)c(O)c1";"IC50";"'='";"19700.0";"nM";"4.71";"";"";"UO_0000065";"34.07";"0.64";"3.80";"8.18";"0";"CHEMBL5242580";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5188821";"";"None";"438.53";"0";"4.11";"67a";"O=C(c1ccc(-c2nc(CSc3nc4ccccc4s3)no2)cc1)N1CCOCC1";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"12.09";"0.24";"1.19";"6.52";"0";"CHEMBL5242602";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";""
"CHEMBL5077595";"";"None";"428.31";"1";"-2.32";"15";"O=C(O)Cn1nncc1CO[C@@H](C(=O)O)[C@@H](OCc1cnnn1CC(=O)O)C(=O)O";"Activity";"'='";"0.36";"ng/ml";"";"";"";"UO_0000275";"";"";"";"";"0";"CHEMBL5033146";"Inhibition of COX2 in human whole blood assessed as reduction in LPS stimulated PGE2 production by ELISA (Rvb = 2.0 ng/mL )";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL6";"INDOMETHACIN";"4.0";"357.79";"0";"3.93";"Indomethacin";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"Activity";"'='";"0.65";"ng/ml";"";"";"";"UO_0000275";"";"";"";"";"0";"CHEMBL5033146";"Inhibition of COX2 in human whole blood assessed as reduction in LPS stimulated PGE2 production by ELISA (Rvb = 2.0 ng/mL )";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3287561";"";"None";"271.32";"1";"5.16";"3a";"c1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1";"Inhibition";"'='";"10.61";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3292555";"Inhibition of human recombinant COX2 using arachidonic acid as substrate at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286286";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3287563";"";"None";"331.37";"1";"5.18";"3c";"COc1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1OC";"Inhibition";"'='";"86.62";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3292555";"Inhibition of human recombinant COX2 using arachidonic acid as substrate at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286286";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";""
"CHEMBL154533";"WHILE OLIVETOL";"None";"180.25";"0";"2.83";"4a";"CCCCCc1cc(O)cc(O)c1";"IC50";"'='";"17260.0";"nM";"4.76";"";"";"UO_0000065";"26.42";"0.50";"1.93";"11.77";"0";"CHEMBL4709176";"Inhibition of human recombinant COX-2 assessed as reduction in PGE2 level using 10 uM arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706530";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL3309825";"";"None";"412.39";"0";"3.51";"C5";"O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1cccc2c1OCCO2";"IC50";"'='";"27090.0";"nM";"4.57";"";"";"UO_0000065";"11.07";"0.22";"1.06";"6.70";"0";"CHEMBL3363266";"Inhibition of COX2 (unknown origin) by solid phase ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352811";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";""
"CHEMBL4551344";"A-1210227";"None";"904.37";"3";"8.88";"EUB0000746";"O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccc(C(F)(F)F)cc3-c3ccc(Cl)cc3)CC2)cc1Oc1cnc2[nH]ccc2c1";"% Inhibition of Control Values (Mean n=2)";"";"78.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4883625";"COX2(h) Eurofins-Cerep enzyme and uptake assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay protocol publication: DOI: 10.1155/2012/416062 | Detection method: Fluorimetry | Incubation temperature: RT | Incubation time: 5 min | Measured component: Resorufin (oxydized ADHP) | Reference compound: NS398 | Reference compound EC50 None 180.0 nM | Source of protein: human recombinant (Sf9 cells) | Substrate/Stimulus/Tracer: arachidonic acid (1.2 µM) + ADHP (25 µM)";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507310";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL3286797";"PF-04418948";"1.0";"409.41";"0";"3.59";"EUB0000351";"COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1";"Inhibition";"";"2.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4886973";"COX2 (h) CEREP ligand profiling";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507298";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL599";"MELOXICAM";"4.0";"351.41";"0";"1.95";"1";"Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1";"IC50";"'='";"71500.0";"nM";"4.15";"";"";"UO_0000065";"11.80";"0.25";"2.20";"4.16";"0";"CHEMBL5242580";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL451919";"Primin";"None";"208.26";"0";"2.18";"Primin";"CCCCCC1=CC(=O)C=C(OC)C1=O";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"27.47";"0.52";"3.54";"13.19";"1";"CHEMBL5242580";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5288220";"";"None";"401.40";"0";"1.22";"39d";"CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=N/Nc1ccc(C(=O)O)cc1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"15.23";"0.30";"4.89";"3.96";"0";"CHEMBL5242593";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.08333 hr";"INHIBITOR";""
"CHEMBL5274140";"";"None";"449.51";"0";"4.48";"52a";"CCc1ccc(-c2ccc(-n3cc(CNC(=O)C(=O)c4c[nH]c5ccccc45)nn3)cc2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"15.40";"0.28";"2.44";"7.47";"0";"CHEMBL5242597";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition and measured after 20 mins by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.4167 hr";"INHIBITOR";""
"CHEMBL5269886";"";"None";"220.36";"0";"3.70";"98";"C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@H]1O";"IC50";"'='";"88.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5242608";"Inhibition of COX-2 (unknown origin) by enzyme immune assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5270325";"";"None";"310.39";"0";"2.23";"113";"CCCCC(=O)OCC[C@@H]1CC=C[C@@H]2[C@H]1C(=O)O[C@@]2(C)CO";"IC50";"'='";"740.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5242615";"Inhibition of COX-2 (unknown origin) by 2,7-dichlorofluorescein dye based spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3918277";"";"None";"521.52";"2";"0.43";"154";"CO[C@H]1[C@@H]2OCOCO[C@H]2[C@H](O[C@@H]2CC(=O)[C@@H]3CCN(Cc4cc5c(cc43)OCO5)C(=O)[C@H]2O)O[C@@H]1C";"Inhibition";"'>'";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5226951";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate at 100 uM preincubated for 5 mins followed by substrate addition and measured after 15 mins relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5226289";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"DOSE = 100.0 microM | TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL4572657";"";"None";"411.44";"0";"2.16";"5f";"COc1ccc(/C=N/c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1OC";"IC50";"'='";"43.74";"nM";"7.36";"";"";"UO_0000065";"17.89";"0.35";"5.20";"5.55";"0";"CHEMBL4394180";"Inhibition of human recombinant COX-2 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate preincubated with enzyme for 10 mins followed by substrate addition for 30 secs and measured after 1 hr by microplate reader based enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393660";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL5267820";"";"None";"335.39";"0";"3.24";"39a";"CC1=NNC(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"20.87";"0.40";"3.76";"8.89";"0";"CHEMBL5231434";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL3331466";"";"None";"482.58";"1";"5.38";"KET-MP";"CC(C)c1c(COC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)n(C)n(-c2ccccc2)c1=O";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"15.33";"0.28";"2.02";"10.52";"0";"CHEMBL3384119";"Inhibition of human recombinant COX2 pre-treated for 1 hr before 10-acetyl-3,7-dihydroxyphenoxazin substrate addition in absence of porcine liver esterase by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351375";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3331343";"";"None";"434.58";"1";"5.34";"IB-MP";"CC(C)Cc1ccc(C(C)C(=O)OCc2c(C(C)C)c(=O)n(-c3ccccc3)n2C)cc1";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3384120";"Inhibition of human recombinant COX2 at saturation drug level pre-treated for 1 hr before 10-acetyl-3,7-dihydroxyphenoxazin substrate addition in absence of porcine liver esterase by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351375";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";""
"CHEMBL4209291";"";"None";"314.30";"0";"4.07";"Z15";"CCOc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1";"Inhibition";"'='";"27.52";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4182318";"Inhibition of human COX2 assessed as reduction in PGF2alpha level at 100 uM using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition by ELISA relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177711";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
"CHEMBL5277168";"";"None";"427.55";"1";"5.65";"27-3";"CN1C/C(=C\c2ccc(F)s2)C2=NN(c3ccccc3)C(c3ccc(F)s3)C2C1";"Inhibition";"'<='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5243067";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate at 2 to 10 nM incubated for 1 min by absorbance based analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"DOSE_Lower = 2.0 nM | DOSE_Upper = 10.0 nM | TIME = 0.01667 hr";"";""
"CHEMBL7162";"NS-398";"None";"314.36";"0";"2.68";"NS-398";"CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"18.06";"0.37";"3.00";"5.76";"1";"CHEMBL4329394";"Inhibition of recombinant human COX2 assessed as decrease in PGE2 release after 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325906";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL5272126";"";"None";"424.47";"0";"4.96";"3a-2";"O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccc(C(F)(F)F)cc1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"16.60";"0.34";"2.09";"16.61";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5272354";"";"None";"603.04";"2";"5.53";"13-11";"CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccccc2Cl)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"10.87";"0.22";"1.02";"4.59";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5291369";"";"None";"614.86";"None";"None";"13-12";"Bc1ccc(C(NC(=O)c2cc(-c3ccccc3Cl)n(-c3ccc(S(N)(=O)=O)cc3)n2)P(=O)(OCC)OCC)cc1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"10.66";"None";"None";"None";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5277494";"";"None";"232.35";"0";"3.00";"35b-1";"Cc1ccccc1/C=C/C1=NNC(S)CC1";"IC50";"'='";"43.8";"nM";"7.36";"";"";"UO_0000065";"31.67";"0.63";"4.36";"30.17";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL416146";"ETORICOXIB";"4.0";"358.85";"0";"4.18";"etoricoxib";"Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"19.94";"0.41";"2.97";"11.94";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5276782";"";"None";"498.40";"1";"5.01";"9-5";"CCOc1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"14.78";"0.32";"2.36";"8.45";"0";"CHEMBL5243076";"Inhibition of recombinant human COX-2 by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5265784";"";"None";"424.49";"0";"1.92";"18a-4";"CC(=O)N1N=C(c2nnn(-c3ccc(S(N)(=O)=O)cc3)c2C)CC1c1ccccc1";"IC50";"'='";"2610.0";"nM";"5.58";"";"";"UO_0000065";"13.15";"0.25";"3.66";"4.52";"0";"CHEMBL5243086";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5269829";"";"None";"409.51";"0";"2.88";"28-1";"COc1cc(/C=c2\sc3nc(C45CC6CC(CC(C6)C4)C5)nn3c2=O)ccc1O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"10.50";"0.20";"1.42";"5.61";"0";"CHEMBL5243066";"Inhibition of human recombinant COX-2 by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"";"INHIBITOR";""
