"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL72515";"";"None";"380.81";"0";"2.41";"24";"COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1Cl";"IC50";"'='";"779.83";"nM";"6.11";"";"";"UO_0000065";"16.04";"0.33";"3.70";"5.84";"0";"CHEMBL873458";"Binding affinity towards Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136323";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL303728";"";"None";"364.35";"0";"1.89";"23";"COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1F";"IC50";"'='";"1129.8";"nM";"5.95";"";"";"UO_0000065";"16.32";"0.32";"4.06";"5.69";"0";"CHEMBL873458";"Binding affinity towards Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136323";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL515038";"";"None";"403.50";"0";"4.41";"6a";"C(=N/c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1)\c1ccccc1";"Inhibition";"'='";"24.23";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL477011";"";"None";"419.50";"0";"4.11";"6d";"Oc1ccc(/C=N/c2nnc(CNc3nnc4c5ccccc5nc-4s3)s2)cc1";"Inhibition";"'='";"31.47";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL477212";"";"None";"437.94";"1";"5.06";"6g";"Clc1ccccc1/C=N/c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"34.38";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL456262";"";"None";"433.52";"0";"4.41";"6h";"COc1ccccc1/C=N/c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"26.67";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL514069";"";"None";"512.05";"2";"5.09";"7b";"O=C1CSC(c2ccc(Cl)cc2)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"44.12";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL477422";"";"None";"507.63";"2";"4.44";"7c";"COc1ccc(C2SCC(=O)N2c2nnc(CNc3nnc4c5ccccc5nc-4s3)s2)cc1";"Inhibition";"'='";"40.06";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL515165";"";"None";"493.60";"1";"4.14";"7d";"O=C1CSC(c2ccc(O)cc2)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"43.98";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL475990";"";"None";"507.63";"2";"4.44";"7h";"COc1ccccc1C1SCC(=O)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"38.54";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL515317";"";"None";"495.98";"0";"4.06";"8d";"O=C1C(Cl)C(c2ccc(O)cc2)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"71.09";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL476420";"";"None";"514.42";"2";"5.00";"8g";"O=C1C(Cl)C(c2ccccc2Cl)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"93.34";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL149781";"";"None";"452.46";"0";"3.15";"20";"CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)ccc1S(N)(=O)=O";"IC50";"'='";"6850.0";"nM";"5.16";"";"";"UO_0000065";"11.41";"0.23";"2.01";"4.82";"0";"CHEMBL768964";"Inhibitory activity against human Prostaglandin G/H synthase 2 expressed in sf-9 cells infected with baculovirus";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147406";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308860";"";"";""
"CHEMBL2070037";"";"None";"404.31";"1";"5.53";"5l";"Cn1c2ccccc2c2cc(C3CC(c4ccc(Br)cc4)=NN3)ccc21";"Inhibition";"'='";"88.95";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2071740";"Inhibition of COX2 peroxidase activity assessed as formation of TMPD at 100 uM by colorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069230";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL599";"MELOXICAM";"4.0";"351.41";"0";"1.95";"5";"Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1";"Imax";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL762255";"Highest percent inhibition against Prostaglandin G/H synthase 2 observed on IC50 curve; Range 80-90%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129978";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL175208";"";"None";"360.39";"0";"2.19";"24";"COc1ccc2c(c1)C(O)=C(C(=O)Nc1ccccc1)N(C)S2(=O)=O";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL763159";"Inhibition of human Prostaglandin G/H synthase 2 at 0.1 ug/mL expressed as mean percent inhibition of control PGE-2 production";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129978";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL249995";"";"None";"351.42";"0";"3.01";"5b";"CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"19.69";"0.41";"3.91";"12.71";"0";"CHEMBL941994";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139828";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL15781";"";"None";"358.44";"0";"2.51";"11e";"CC(C)(C)c1cc(/C=C2\OC(N=C(N)N)=NC2=O)cc(C(C)(C)C)c1O";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"14.77";"0.28";"2.78";"4.29";"0";"CHEMBL655562";"IC50 against recombinant human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132621";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL153279";"";"None";"356.44";"0";"4.44";"7c";"CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCC2)OCO3)cc1";"Inhibition";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL765005";"In vitro percent Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2) at a concentration of 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL150663";"";"None";"395.44";"0";"3.42";"31";"Cc1cccnc1C(=O)c1cc2c(cc1-c1ccc(S(C)(=O)=O)cc1)OCO2";"Inhibition";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL768141";"In vitro percent Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2) at a concentration of 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL43282";"";"None";"384.35";"0";"4.10";"23";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.01";"0.36";"2.82";"13.32";"0";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL279265";"";"None";"456.97";"0";"4.37";"13";"COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"14.81";"0.29";"2.40";"8.40";"0";"CHEMBL769646";"Inhibitory concentration against human prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL357734";"";"None";"402.42";"0";"4.35";"21h";"CS(=O)(=O)c1ccc(-c2cc3c(cc2Cc2cc(F)cc(F)c2)OCO3)cc1";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL764990";"In vitro average percent Inhibition of Prostaglandin G/H synthase 2 (COX-2) at a concentration of 1 uM in human whole blood by human whole blood assay";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL1200993";"GALLAMINE TRIETHIODIDE";"4.0";"891.54";"2";"5.45";"GALLAMINE TRIETHIODIDE";"CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL2315327";"";"None";"848.99";"2";"9.39";"28";"CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"6.37";"0.12";"-3.98";"5.41";"0";"CHEMBL2317149";"Inhibition of human recombinant COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311446";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2315014";"";"None";"427.54";"1";"5.70";"10";"CC(C)Cc1ccc(C(C)C(=O)OCCn2c3ccccc3c(=O)c3ccccc32)cc1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"14.44";"0.26";"0.47";"12.78";"0";"CHEMBL2317149";"Inhibition of human recombinant COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311446";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL14192";"BENZYLIMIDAZOLE";"None";"158.20";"0";"1.93";"1-BENZYLIMIDAZOLE";"c1ccc(Cn2ccnc2)cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL252556";"IDEBENONE";"4.0";"338.44";"0";"3.46";"IDEBENONE";"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL1230333";"";"None";"170.23";"0";"2.16";"4-(2-THIENYL)BUTYRIC ACID";"O=C(O)CCCc1cccs1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL2315730";"";"None";"317.40";"0";"3.04";"4c";"COc1ccccc1/C=C1\S/C(=N/c2nccs2)NC1=O";"Inhibition";"'='";"47.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2320715";"Competitive inhibition of human recombinant COX2 assessed as inhibition of PGF2a production at 200 uM by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311431";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";""
"CHEMBL1926827";"";"None";"363.42";"0";"2.76";"4b";"COc1cc(/C=C2\S/C(=N\c3nccs3)NC2=O)cc(OC)c1O";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2320715";"Competitive inhibition of human recombinant COX2 assessed as inhibition of PGF2a production at 200 uM by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311431";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";""
"CHEMBL2315746";"";"None";"303.37";"0";"2.74";"4a";"O=C1N/C(=N\c2nccs2)S/C1=C\c1cccc(O)c1";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2320715";"Competitive inhibition of human recombinant COX2 assessed as inhibition of PGF2a production at 200 uM by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311431";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";""
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"Rofecoxib";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"19.47";"0.38";"3.56";"10.12";"1";"CHEMBL864093";"Inhibition of COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL209408";"";"None";"437.29";"1";"5.05";"(S)-9";"Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc([S@+](C)[O-])cc2)o1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"15.32";"0.35";"1.65";"10.72";"0";"CHEMBL864093";"Inhibition of COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL212527";"";"None";"376.38";"0";"4.42";"(R)-7";"Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc([S@@+](C)[O-])cc2)o1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"15.09";"0.30";"1.26";"9.08";"0";"CHEMBL864093";"Inhibition of COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL125460";"";"None";"453.29";"0";"4.71";"3";"Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"15.05";"0.35";"2.11";"9.27";"1";"CHEMBL864093";"Inhibition of COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL144317";"";"None";"387.33";"0";"4.75";"58";"O=C1CCc2cc(NC(=O)C(F)(F)F)c(Sc3ccc(F)cc3F)cc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760080";"In vitro inhibition of prostaglandin G/H synthase 2 expressed in human osteosarcoma 143 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128209";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL357315";"";"None";"384.50";"1";"5.22";"7b";"CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCCC2)OCO3)cc1";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL764993";"In vitro inhibition of Prostaglandin G/H synthase 2 (COX-2) at a concentration of 10 uM in human whole blood assay.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL153046";"";"None";"373.47";"0";"3.47";"38a";"CS(=O)(=O)c1ccc(-c2cc3c(cc2CN2CCCCC2)OCO3)cc1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL768141";"In vitro percent Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2) at a concentration of 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL411894";"";"None";"429.42";"0";"3.95";"10";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"17.88";"0.37";"3.73";"9.85";"1";"CHEMBL3055175";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046769";"1";"Scientific Literature";"Med Chem Res";"2009";"None";"";"";""
"CHEMBL2171117";"";"None";"296.49";"1";"6.50";"1d";"CC/C=C\CCCCCCCCCCCCCCC(=O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2174125";"Inhibition of COX2 overexpressed in human MDA-MB-468 cells assessed as reduction in basal PGE2 level at 50 uM over 48 hrs by LC-MS-MS assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-468";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169796";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308424";"";"";""
"CHEMBL2171118";"";"None";"310.52";"1";"6.89";"1e";"CC/C=C\CCCCCCCCCCCCCCCC(=O)O";"Inhibition";"'='";"62.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2174122";"Inhibition of peroxidase activity of COX-2 overexpressed in human MDA-MB-468 cells at 50 uM by spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-468";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169796";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308424";"";"";""
"CHEMBL3104549";"";"None";"490.51";"0";"2.32";"3a";"Cc1c(C(N)C(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1";"Inhibition";"'='";"80.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3106916";"Inhibition of COX-2 in human whole blood assessed as prostaglandin E2 production at 100 uM by RIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102735";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";""
